metadata: addition UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: partID,overview: additions,locus: locus,locus: from,locus: to,people: author name(s),people: author ID(s),people: scribe name(s),people: scribe ID(s),people: signer name(s),people: signer ID(s),people: former owner name(s),people: former owner ID(s),people: other person name(s),people: other person ID(s),bibliography: bibl(s),bibliography: title(s),bibliography: ref(s),bibliography: ref URI(s)
WMS_Arabic_597_addition_1,manuscript_16241,,WMS_Arabic_597,,manuscript,,WMS_Arabic_597,Tables concerning the movement of the constellations ff. 27r-27v.,ff. 27r-27v,,,,,,,,,,,,,,,,
WMS_Arabic_598_addition_1,manuscript_16242,,WMS_Arabic_598,,manuscript,,WMS_Arabic_598,Light marginal glosses f.1v.,f.1v,,,,,,,,,,,,,,,,
WMS_Arabic_607_addition_1,manuscript_16251,,WMS_Arabic_607,,manuscript,,WMS_Arabic_607,Annotations and titles of sūrahs in margins.,,,,,,,,,,,,,,,,,
WMS_Arabic_609_addition_1,manuscript_16253,,WMS_Arabic_609,,manuscript,,WMS_Arabic_609,"Astrological chart including days of the week. f. 2v.1 Various astrological and magical charts and diagrams relating to properties of letters. ff. 10v., 11v., 12r., 12v., 13r., 13v., 14r., 14v., 15r., 15v., etc.","f. 2v.1; ff. 10v., 11v., 12r., 12v., 13r., 13v., 14r., 14v., 15r., 15v., etc.",,,,,,,,,,,,,,,,
WMS_Arabic_617_addition_1,manuscript_16261,,WMS_Arabic_617,,manuscript,,WMS_Arabic_617,Reader's note: عبد ولاكن عٮٹدهم يا من نظرت فيه تأمن فيه فصاحة لقمان وخط ابن مقلة وعلم ابن كنده وزهر ابن ادهمِ لو اجتمعوا في المرءُ والمرؤ مفاسوا فما يقدر له قدر على وزن درهموا f. 1v,f. 1v,,,,,,,,,,,,,,,,
WMS_Arabic_618_addition_1,manuscript_16262,,WMS_Arabic_618,,manuscript,,WMS_Arabic_618,Tables determining the beginning of the years and months of the Arab calendar according to the Islamic calendar f. 1v.Tables determining the beginning of the years and months of the Roman calendar according to the Islamic calendar f. 2r.Tables determining the periods of the seasons of the year and the horoscopes ff. 2v-8r.,f. 1v; f. 2r; ff. 2v-8r,,,,,,,,,,,,,,,,
_addition_1,manuscript_16266,,,,manuscript,,WMS_Arabic_622,Various calculations f. 9r,f. 9r,,,,,,,,,,,,,,,,
WMS_Arabic_628_addition_1,manuscript_16272,,WMS_Arabic_628,,manuscript,,WMS_Arabic_628,Marginal notes and rectifications f. 2r. Arithmetic tables f. 7v.,f. 2r; f. 7v,,,,,,,,,,,,,,,,
WMS_Arabic_632_addition_1,manuscript_16276,,WMS_Arabic_632,,manuscript,,WMS_Arabic_632,Scribal note including a poetic couplet: بقلم الفاني محمد صادق القطناني عفى عنه امين في ٥ شوال سه ٩٣ كتبته بيدي والخط يشهد لي بان يدّي تفنى ويبقى كتابها فان كتبت خيرا تجازي بمثله وان كتبت سوأ عليها حسابها تم أعاده وصححه افقر الوري الانساني محمد صادق القطناني عفى عنه امين في ٤ شوال سه ١٢٩٣ من الهجره المحمديه صلى الله عليه f. 1r,f. 1r,,,,,,,,,,,,,,,,
WMS_Arabic_637_addition_1,manuscript_16281,,WMS_Arabic_637,,manuscript,,WMS_Arabic_637,Note on how to separate a loving married couple f. 1r. Recipe or shopping list inner back cover.,f. 1r; inner back cover,,,,,,,,,,,,,,,,
WMS_Arabic_653_addition_1,manuscript_16297,,WMS_Arabic_653,,manuscript,,WMS_Arabic_653,Invocation: الشيخ السَّاكِن جِبيل حَامِد بالّشَّرقِيَّة الله يَوَفّقنَا وَإِيَّاكُمْ صَبَاحَاَ وَعَشِيَّة عَلَي طَاَعةِ اللهِ الرَّحْمَانَِّية اللَّهمَ اغفِر لّمَنْ كَتَبَ وَقَرَاَ وَسَمَعَ ولِكَافَّةَ المُسلِمينَ وَالمُسْلِمَاَت بِرَحْمتِكَ يَاَ أَرْحَمَ الرَّاَحِمِينَ وَصَلَّي الله عَلَي سَيّدِنَا مُحَمَّدٍ وَعَلي ءَالِهِ وَ صّحْبِهِ وَسَلّمْ f. 1r.,f. 1r,,,,,,,,,,,,,,,,
WMS_Arabic_659_addition_1,manuscript_16303,,WMS_Arabic_659,,manuscript,,WMS_Arabic_659,Quote attributed to the Prophet Muḥammad: قال النبى صلى الله عليه وسلم من قرأ هذا الدغاء اربعين يوماً اعطاه الله تعالى علما بغير تعليم بسم الله الرحمن الرحيم يا من هو فى علمه محيط يا من هو فى عزه لطيف يا من هو فى لطفه شريف يا من هو فى فعله جميل يا من هو فى مجده بشير برحمتك يا ارحم الراحمين f. 19r. Marginal annotations f. 4r.,f. 19r; f. 4r,,,,,,,,,,,,,,,,
WMS_Arabic_660_addition_1,manuscript_16304,,WMS_Arabic_660,,manuscript,,WMS_Arabic_660,Talismanic tables and symbols f. 14v.,f. 14v,,,,,,,,,,,,,,,,
WMS_Arabic_664_addition_1,manuscript_16308,,WMS_Arabic_664,,manuscript,,WMS_Arabic_664,Reader's note: لان صاحبه نوره داخله على هذا الراى بسط الرمل افهم ترشد وهذه هى حروف الابجديه f. 1r.1.,f. 1r.1,,,,,,,,,,,,,,,,
WMS_Arabic_668_addition_1,manuscript_16312,,WMS_Arabic_668,,manuscript,,WMS_Arabic_668,Verses in Persian in praise of the Prophet f. 21r.,f. 21r,,,,,,,,,,,,,,,,
WMS_Arabic_673_addition_1,manuscript_16317,,WMS_Arabic_673,,manuscript,,WMS_Arabic_673,"Various marginal notes f. 2r, ff. 3r-3v.","f. 2r, ff. 3r-3v",,,,,,,,,,,,,,,,
WMS_Arabic_675_addition_1,manuscript_16319,,WMS_Arabic_675,,manuscript,,WMS_Arabic_675,Marginal notes f. 1v. Some Qurʾānic verses f. 55v.,f. 1v; f. 55v,,,,,,,,,,,,,,,,
WMS_Arabic_679_addition_1,manuscript_16323,,WMS_Arabic_679,,manuscript,,WMS_Arabic_679,Marginal glosses in Persian throughout copy.,,,,,,,,,,,,,,,,,
WMS_Arabic_682_addition_1,manuscript_16326,,WMS_Arabic_682,,manuscript,,WMS_Arabic_682,"Tables consisting of numbers, days of the week and months. Circular diagram or compass which reads in centre: هذه الدائرة لمعرفة الابدال في كل يوم فتح الشهر في اي جهة يكونوا",,,,,,,,,,,,,,,,,
WMS_Arabic_689_addition_1,manuscript_16333,,WMS_Arabic_689,,manuscript,,WMS_Arabic_689,"Talismanic tables containing numerals and letters f. 1r, 1v.","f. 1r, 1v",,,,,,,,,,,,,,,,
WMS_Arabic_690_addition_1,manuscript_16334,,WMS_Arabic_690,,manuscript,,WMS_Arabic_690,"Talismanic tables containing numerals, letters and some words f .2v.",f .2v,,,,,,,,,,,,,,,,
WMS_Arabic_693_addition_1,manuscript_16337,,WMS_Arabic_693,,manuscript,,WMS_Arabic_693,"Marginal annotations throughout text. f. 3v Arabic verses in praise of the Prophet, concerning what should be said after reciting the famous collection of prayers entitled Dalāʾil al-khayrāt: ومما يقال عند ختم دلائل الخيرات هذه الأبيات يا رحمة الله انى خاٹڡ وجل يا نعمة الله انى مفلس عاف وليس لى عمل الفى الكريم به سوى عبتك العظمى وايمان وكم امانى من شد الحياة ومن شد الممات ومن احراف جسماں وكں غناى الذى ما بحره ڢلس وكن ڢكاكى من الاغلال عصياث تحية الصمد المولى ورحمته ما جنت الورڢ يا ما ڢوٯ اغصاث عليك يا عروة الوثڢى ويا سند الاوڢى يا من مدحه روحى",f. 3v,,,,,,,,,,,,,,,,
WMS_Arabic_697_addition_1,manuscript_16341,,WMS_Arabic_697,,manuscript,,WMS_Arabic_697,Note of the titles included in this copy f. 1r. Note: اجمع وزن عادلا انش بمعرفة ركب وذد عجمة فالوصف قد كملا f. 22r. Question on Islamic inheritance law: الا يأيها المحجوب عنَّوْ تأمل ما ترى فالكل منَّوْا لو كان لي او لغيري قدر انملة فوق البسيطة كان الامر مشتركا افادتن القناعة كل عز واي عز اعز من القناعة فصيرها لنفسك راس مال وجعل لبعدها التقوى بضاعة f. 68r. Question on Islamic inheritance law: ما قولكم في رجل مات عن بنت وابن اخ عصبي وخلق تركة ولم يمضي خمس عشرة سنه ويريد ابن الاخ نصف التركه فهل له ذلك والحالة هذه او الجوب f. 78v. Geometric diagrams and marginal glosses f. 91r.,f. 1r; f. 22r; f. 68r; f. 78v; f. 91r,,,,,,,,,,,,,,,,
WMS_Arabic_698_addition_1,manuscript_16342,,WMS_Arabic_698,,manuscript,,WMS_Arabic_698,"Title written in Turkish: حساب دن خلاصة f. 1r.1. Note on inheritance in Islamic law: هذه الخمسة التى فى سنة رسول الله وامّا الثلثة التى باجماع الامه فانهم اقاموا ولد البنين مقام البنين عند عدمهم واقاموا الجدات مقام الاب عند عدمه واقاموا الاحت لاب عند عدم الاخت لابوين مقامه واما السدس تكملة للثلثين قياسًا قياسًا على بنت الابن مع بنت الصلب فهذا الثلثة التى باجماع الامّة والاسباب التى يتوارث بها ثلثة رحم ونكاح وولاء فالرحم القرابة الناسبات والنكاح ميراث احد الناكحين والولاء ميراث السيد من عبده المعتق بالسبب ٮمٮ ٮمٮ الكٮاٮ, f. 1r.2. Arithmetical tables f. 3r. Poetical verses and invocations in Arabic f. 22r.",f. 1r.1; f. 1r.2; f. 3r; f. 22r,,,,,,,,,,,,,,,,
WMS_Arabic_699_addition_1,manuscript_16343,,WMS_Arabic_699,,manuscript,,WMS_Arabic_699,Various arithmetic calculations f. 1r.,f. 1r,,,,,,,,,,,,,,,,
WMS_Arabic_716_addition_1,manuscript_16360,,WMS_Arabic_716,,manuscript,,WMS_Arabic_716,Medical note: فَايدَةٌ عِظيمَة تَنفَعُ لِكُلّ عِلَّةٍ فِي الجَسَدِ وَ الحُمَّا وَ ضِيقِ اَلصَّدْر وَالْوسْوَاسْ تُكْتَبْ وَ تُعَلَّقْ وَلِلطفل تُعَلَّقْ عَلَي صَدْرِهِ وَتَصبَح مَ f. 29r. Talismanic tables f. 30v. Poetic invocation: حَمدا لك رب نجني منك فلاحا شكرا لك في كل مساء ووصباح من عندك فتح كل بابٍ مفتوح افتح لى ابواب فتوحٍ فتاح f. 65r.,f. 29r; f. 30v; f. 65r,,,,,,,,,,,,,,,,
WMS_Arabic_723_addition_1,manuscript_16367,,WMS_Arabic_723,,manuscript,,WMS_Arabic_723,Contains the first page of a treatise on the topic of jihād f.65r.1.,f.65r.1,,,,,,,,,,,,,,,,
WMS_Arabic_726_addition_1,manuscript_16370,,WMS_Arabic_726,,manuscript,,WMS_Arabic_726,Marginal annotations.,,,,,,,,,,,,,,,,,
WMS_Arabic_728_addition_1,manuscript_16372,,WMS_Arabic_728,,manuscript,,WMS_Arabic_728,"Marginal annotations f. 2r, 5v. Titles of some Arabic works listed in red pencil, modern handwriting f. 8v.","f. 2r, 5v; f. 8v",,,,,,,,,,,,,,,,
Or_2122_addition_1,manuscript_16740,,Or_2122,,manuscript,,Or_2122,Marginalia: scribbles on f. 1v. Marginalia: F. 147r contains the names Habta Giyorgis and Eḫeta Giyorgis.,1v; 147r,1v 147r,1v 147r,,,,,,,,,,,,,,
Add_1570_addition_1,manuscript_16744,,Add_1570,,manuscript,,Add_1570,"Marginalia The work contains some Amharic marginalia; the concluding leaves ff. 260-267 contain sales contracts and property listings, written in Amharic, of members of Ethiopian nobility, dated roughly to 1750-1780. Marginalia After the colophon on f.173v some quotations from a comentator have been added.",ff. 260-267; 173v,260 173v,267 173v,,,,,,,,,,,,,,
Or_1802_addition_1,manuscript_16747,,Or_1802,,manuscript,,Or_1802,"Marginalia: Pen trials are found on ff. 1r, 3r, and 144v. Marginalia: F. 142v contains the name ዕዝል፡ዘሆሣዕና፡.",1r; 3r; 144v; 142v,1r 3r 144v 142v,1r 3r 144v 142v,,,,,,,,,ዕዝል፡ዘሆሣዕና፡,,,,,
Uk_Delhi_Persian_983_addition_1,manuscript_17819,,Uk_Delhi_Persian_983,,manuscript,,Uk_Delhi_Persian_983,(f. 1v): circular seal of ʿAbd Allāh khānah'zād-i ʿĀlamgīr Pādshāh [RY] 22 (1678/79).,,,,,,,,,,,,,,,,,
Uk_Delhi_Persian_983_addition_2,manuscript_17819,,Uk_Delhi_Persian_983,,manuscript,,Uk_Delhi_Persian_983,"(f. 1v): inscription 'from the property of Dilīr Himmat, [regnal] year 28, transferred to Muḥammad Bāqir, 27 Jumādá al-S̲ānī [regnal] year 28 (31 May 1685)'.",,,,,,,,,,Dilīr Himmat,person_f7110,,,,,,
Uk_Delhi_Persian_983_addition_3,manuscript_17819,,Uk_Delhi_Persian_983,,manuscript,,Uk_Delhi_Persian_983,"(f. 1v): inscription '8 Ramaz̤ān [regnal] year 29, transferred to Muḥammad Fāz̤il'.",,,,,,,,,,,,,,,,,
Uk_IO_Islamic_3765_addition_1,manuscript_17894,,Uk_IO_Islamic_3765,,manuscript,,Uk_IO_Islamic_3765,Annotations in English.,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_3765_addition_2,manuscript_17894,,Uk_IO_Islamic_3765,,manuscript,,Uk_IO_Islamic_3765,"Signed note on f. 166v by William Anderson (1803-1858) dated August 1842: ""This book contains a few memoirs of some of the leading men about Kundahar and Kabul, such as generally received; collected by Mirza Yahya...many are common tradition and may not be true.""",,,,,,,,,,,,William Anderson (1803-1858),,,,,
Uk_IO_Islamic_3769_addition_1,manuscript_17898,,Uk_IO_Islamic_3769,,manuscript,,Uk_IO_Islamic_3769,"Signed note on f. 1r by William Anderson (1803-1858) dated 1841: ""Husun Alee, a seller of drugs, and instructor of Persian; Heratee … volunteered to write a History of Kundahar from the days of Nadir; this is the result... ."", with a postscript ""He was a servant of Jandad Khan and Hajee Feerooz of which time he gives a good account.""",,,,,,,,,,,,William Anderson (1803-1858),,,,,
Uk_IO_Islamic_3769_addition_2,manuscript_17898,,Uk_IO_Islamic_3769,,manuscript,,Uk_IO_Islamic_3769,Attached to folio 1r is a leaf containing a critical note in Persian by an unnamed person.,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_3770_addition_1,manuscript_17899,,Uk_IO_Islamic_3770,,manuscript,,Uk_IO_Islamic_3770,Notes by Anderson throughout including note of contents on f. 244v.,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_3772_addition_1,manuscript_17901,,Uk_IO_Islamic_3772,,manuscript,,Uk_IO_Islamic_3772,Notes in Persian on flyleaf recto and f.1r describing contents.,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_3780_addition_1,manuscript_17908,,Uk_IO_Islamic_3780,,manuscript,,Uk_IO_Islamic_3780,"f. 1r contains a note in a later hand, perhaps by a bookseller, giving details of the author, the work and the present copy.",,,,,,,,,,,,,,,,,
Uk_IO_Islamic_3886_addition_1,manuscript_17942,,Uk_IO_Islamic_3886,,manuscript,,Uk_IO_Islamic_3886,"Heavily annotated in the margins and on other pages left blank in a different, semi-calligraphic hand.",,,,,,,,,,,,,,,,,
Uk_IO_Islamic_3907_addition_1,manuscript_17949,,Uk_IO_Islamic_3907,,manuscript,,Uk_IO_Islamic_3907,Marginal notes in W. Irvine's hand.,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_3908_addition_1,manuscript_17950,,Uk_IO_Islamic_3908,,manuscript,,Uk_IO_Islamic_3908,Marginal notes in W. Irvine's hand.,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_3909_addition_1,manuscript_17951,,Uk_IO_Islamic_3909,,manuscript,,Uk_IO_Islamic_3909,Marginal notes in W. Irvine's hand.,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_3910_addition_1,manuscript_17952,,Uk_IO_Islamic_3910,,manuscript,,Uk_IO_Islamic_3910,Marginal notes in W. Irvine's hand.,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_3911_addition_1,manuscript_17953,,Uk_IO_Islamic_3911,,manuscript,,Uk_IO_Islamic_3911,Marginal notes in William Irvine's hand.,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_3912_addition_1,manuscript_17954,,Uk_IO_Islamic_3912,,manuscript,,Uk_IO_Islamic_3912,Marginal notes in W. Irvine's hand.,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_3914_addition_1,manuscript_17956,,Uk_IO_Islamic_3914,,manuscript,,Uk_IO_Islamic_3914,Marginal notes in W. Irvine's hand.,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_3915_addition_1,manuscript_17957,,Uk_IO_Islamic_3915,,manuscript,,Uk_IO_Islamic_3915,Marginal notes in W. Irvine's hand.,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_3917_addition_1,manuscript_17959,,Uk_IO_Islamic_3917,,manuscript,,Uk_IO_Islamic_3917,Marginal notes and corrections,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_3918_addition_1,manuscript_17960,,Uk_IO_Islamic_3918,,manuscript,,Uk_IO_Islamic_3918,Marginal notes by W. Irvine,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_3925_addition_1,manuscript_17967,,Uk_IO_Islamic_3925,,manuscript,,Uk_IO_Islamic_3925,Annotations by W. Irvine,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_3926_addition_1,manuscript_17969,,Uk_IO_Islamic_3926,,manuscript,,Uk_IO_Islamic_3926,Annotations by W. Irvine,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_3944_addition_1,manuscript_17984,,Uk_IO_Islamic_3944,,manuscript,,Uk_IO_Islamic_3944,"Signature at end by William Irvine dated Jan. 16, 1893",,,,,,,,,,William Irvine,viaf_8170991,,,,,,
Uk_IO_Islamic_3945_addition_1,manuscript_17985,,Uk_IO_Islamic_3945,,manuscript,,Uk_IO_Islamic_3945,"Note at beginning by G. J. Nicholls dated 10-12-1892, at Fatehgarh (Farrukhabad)",,,,,,,,,,G. J. Nicholls,person_f7663,,,,,,
Uk_IO_Islamic_3946_addition_1,manuscript_17986,,Uk_IO_Islamic_3946,,manuscript,,Uk_IO_Islamic_3946,Several notes and letters of correspondence at beginning,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_3948_addition_1,manuscript_17988,,Uk_IO_Islamic_3948,,manuscript,,Uk_IO_Islamic_3948,"Signature by H. Blochmann, dated 1875",,,,,,,,,,H. Blochmann,viaf_20485992,,,,,,
Uk_IO_Islamic_3948_addition_2,manuscript_17988,,Uk_IO_Islamic_3948,,manuscript,,Uk_IO_Islamic_3948,"Note by W. Irvine, dated 1896-05-06",,,,,,,,,,W. Irvine,viaf_8170991,,,,,,
Uk_IO_Islamic_3949_addition_1,manuscript_17989,,Uk_IO_Islamic_3949,,manuscript,,Uk_IO_Islamic_3949,"Note by W. Irvine, dated 1893-05-31",,,,,,,,,,W. Irvine,viaf_8170991,,,,,,
Uk_IO_Islamic_3951_addition_1,manuscript_17991,,Uk_IO_Islamic_3951,,manuscript,,Uk_IO_Islamic_3951,"Signed at end by W. Irvine, May 11, 1904",,,,,,,,,,,,,,,,,
Uk_IO_Islamic_3954_addition_1,manuscript_17994,,Uk_IO_Islamic_3954,,manuscript,,Uk_IO_Islamic_3954,Interlinear annotations by William Irvine,,,,,,,,,,William Irvine,viaf_8170991,,,,,,
Uk_IO_Islamic_3962_addition_1,manuscript_18002,,Uk_IO_Islamic_3962,,manuscript,,Uk_IO_Islamic_3962,"Contemporary and later annotations and corrections (for example, f. 437v)",,,,,,,,,,,,,,,,,
Uk_IO_Islamic_3969_addition_1,manuscript_18009,,Uk_IO_Islamic_3969,,manuscript,,Uk_IO_Islamic_3969,Interlinear and marginal annotations by later owners,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_3990_addition_1,manuscript_18030,,Uk_IO_Islamic_3990,,manuscript,,Uk_IO_Islamic_3990,Sheet of William Irvine's notes between ff. 51-52,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4000_addition_1,manuscript_18040,,Uk_IO_Islamic_4000,,manuscript,,Uk_IO_Islamic_4000,Large quantities of William Irvine's notes bound at beginning,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4008_addition_1,manuscript_18048,,Uk_IO_Islamic_4008,,manuscript,,Uk_IO_Islamic_4008,"Large bifolio sheet of notes, possibly by William Irvine, at end (f. 9)",,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4020_addition_1,manuscript_18060,,Uk_IO_Islamic_4020,,manuscript,,Uk_IO_Islamic_4020,"Note by William Irvine on brown-paper cover: ""Got through Mr Rustomjee at Fathpur. Rec.d 15/5/93""",,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4031_addition_1,manuscript_18071,,Uk_IO_Islamic_4031,,manuscript,,Uk_IO_Islamic_4031,Copious notes by William Irvine attached at beginning and end of volume,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4034_addition_1,manuscript_18074,,Uk_IO_Islamic_4034,,manuscript,,Uk_IO_Islamic_4034,William Irvine's copious notes and the author's genealogical tree included before the title page,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4034_addition_2,manuscript_18074,,Uk_IO_Islamic_4034,,manuscript,,Uk_IO_Islamic_4034,Heavily annotated throughout,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4035_addition_1,manuscript_18075,,Uk_IO_Islamic_4035,,manuscript,,Uk_IO_Islamic_4035,Additional notes at the end,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4044_addition_1,manuscript_18084,,Uk_IO_Islamic_4044,,manuscript,,Uk_IO_Islamic_4044,Notes by William Irvine (f. 1v),,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4064_addition_1,manuscript_18104,,Uk_IO_Islamic_4064,,manuscript,,Uk_IO_Islamic_4064,"Main text in ruled panels, with diagonal text of alternating orientation in margins",,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4506_addition_1,manuscript_18278,,Uk_IO_Islamic_4506,,manuscript,,Uk_IO_Islamic_4506,Annotations in English throughout.,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4550_addition_1,manuscript_18320,,Uk_IO_Islamic_4550,,manuscript,,Uk_IO_Islamic_4550,Rubrications; many spaces for headings; overlinings in red,,,,,,,,,,,,,,,,,
Uk_Or_15508_addition_1,manuscript_18339,,Uk_Or_15508,,manuscript,,Uk_Or_15508,Some additions by the copyist in the margins.,,,,,,,,,,,,,,,,,
Uk_Or_15867_addition_1,manuscript_18372,,Uk_Or_15867,,manuscript,,Uk_Or_15867,Several folios contain extensive additions in the margins.,,,,,,,,,,,,,,,,,
Uk_Or_15920_addition_1,manuscript_18376,,Uk_Or_15920,,manuscript,,Uk_Or_15920,Additions on the margins of ff. 68v-84v.,,,,,,,,,,,,,,,,,
Uk_Or_15921_addition_1,manuscript_18377,,Uk_Or_15921,,manuscript,,Uk_Or_15921,"Back flyleaf, description: ‘Mir Ali Tabatabai / Zahr al Riyaz / Shi’ah prayers’.",,,,,,,,,,,,,,,,,
Uk_Or_15922_addition_1,manuscript_18378,,Uk_Or_15922,,manuscript,,Uk_Or_15922,"A few notes in margins; front and end flyleaves, owners’ scribbles; f. 129v, inscription, mainly deleted, giving the name of the work and the number of folios as 130.",,,,,,,,,,,,,,,,,
Uk_Or_15961_addition_1,manuscript_18382,,Uk_Or_15961,,manuscript,,Uk_Or_15961,"1r, notes on the two works, in English; 96v, a medicinal recipe, added diagonally below the end of the text, in a later hand.",,,,,,,,,,,,,,,,,
Uk_Or_16166_addition_1,manuscript_18397,,Uk_Or_16166,,manuscript,,Uk_Or_16166,Headings and text frames and columns in red.,,,,,,,,,,,,,,,,,
Uk_Or_16176_addition_1,manuscript_18407,,Uk_Or_16176,,manuscript,,Uk_Or_16176,"Other contents: fore-edge title Hidāyat al-ṭarīq; f. 1r, list of contents of the manuscript; margin of f. 98v, five couplets of Persian verse, partially obscured by smudging.",,,,,,,,,,,,,,,,,
Uk_Or_16270_addition_1,manuscript_18421,,Uk_Or_16270,,manuscript,,Uk_Or_16270,"Additions: ff. 104r, 138r, 155r, 169r.",,,,,,,,,,,,,,,,,
Uk_Delhi_Persian_1072_addition_1,manuscript_18602,,Uk_Delhi_Persian_1072,,manuscript,,Uk_Delhi_Persian_1072,"Folio 14r contains four seals and various notes including an inscription which records that the manuscript was purchased for [Rs] 15 in 1103 (1691). This inscription is placed adjacent to Muḥammad Hādī Ḥusaynī's seal of 1090 (1679) and may therefore indicate that he was the purchaser, perhaps from Sayyid Aẓhar Khān whose seal dated regnal year 23 of Shah ʻAlam (1649/50) is stamped at the top of the page.",Folio 14r,,,,,,,,,Muḥammad Hādī Ḥusaynī; Sayyid Aẓhar Khān,person_f8431 person_f8432,,,,,,
MS_Laud_Or_283_addition_1,manuscript_23018,,MS_Laud_Or_283,,manuscript,,MS_Laud_Or_283,Copious notes on folio 1a in later hands.,folio 1a,1a,1a,,,,,,,,,,,,,,
MS_Marsh_313_addition_1,manuscript_23114,,MS_Marsh_313,,manuscript,,MS_Marsh_313,Occasional marginal and interlinear paraphrases in Latin made by Jacob Golius.,,,,,,,,,,,,,,,,,
MS_Rawlinson_Or_32_addition_1,manuscript_23119,,MS_Rawlinson_Or_32,,manuscript,,MS_Rawlinson_Or_32,"Marginalia in the form of Latin notes and explications by Richard Rawlinson, d. 1755 throughout.",,,,,,,,,,,,,,,,,
MS_Bodl_Or_256_addition_1,manuscript_23125,,MS_Bodl_Or_256,,manuscript,,MS_Bodl_Or_256,"The first page (1b) of the main text is preceded on a fly-leaf (iib) by a transliteration of the Ottoman Turkish of that page into Latin characters in a highly calligraphic bastard hand of unknown, but seemingly contemporary, origin. The hand, spellings, and context all suggest that the transliterator was an Englishman.",1b; iib,1b iib,1b iib,,,,,,,,,,,,,,
MS_Turk_d_20_addition_1,manuscript_23137,,MS_Turk_d_20,,manuscript,,MS_Turk_d_20,Considerable notes and marginalia on the inside covers and flyleaves in both black ink and pencil in Late Eastern Chaghatay in a relatively unsteady or unskilled hand.,,,,,,,,,,,,,,,,,
MS_Ind_Inst_Turk_3_addition_1,manuscript_23139,,MS_Ind_Inst_Turk_3,,manuscript,,MS_Ind_Inst_Turk_3,Notes in Chaghatay and English on folio 1a.,folio 1a,1a,1a,,,,,,,,,,,,,,
MS_Ind_Inst_Turk_10_addition_1,manuscript_23140,,MS_Ind_Inst_Turk_10,,manuscript,,MS_Ind_Inst_Turk_10,Notes in Chaghatay and English on folio 1a.,folio 1a,1a,1a,,,,,,,,,,,,,,
MS_Marsh_180_addition_1,manuscript_23141,,MS_Marsh_180,,manuscript,,MS_Marsh_180,Copious marginal and interlinear notes in Latin and Greek by Jacob Golius.,,,,,,,,,,,,,,,,,
MS_Sale_67_addition_1,manuscript_23144,,MS_Sale_67,,manuscript,,MS_Sale_67,"Title on bottom fore-edge given as جهان‌نمای کاتب جلبی Cihānnümā-yı Kātib Çelebī.Considerable marginalia, especially in the first half of the manuscript.",,,,,,,,,,,,,,,جهان‌نمای کاتب جلبی; Cihānnümā-yı Kātib Çelebī,,
MS_Ouseley_103_addition_1,manuscript_23146,,MS_Ouseley_103,,manuscript,,MS_Ouseley_103,"Partial vocalisation and occasional marginalia in Latin and Ottoman on folios 1a-4b by the same, European hand, possibly that of Sir Gore Ouseley.",folios 1a-4b,1a,4b,,,,,,,,,,,,,,
MS_Turk_c_7_addition_1,manuscript_23169,,MS_Turk_c_7,,manuscript,,MS_Turk_c_7,Occasional marginalia in Persian and English.,,,,,,,,,,,,,,,,,
MS_Turk_c_7_addition_2,manuscript_23169,,MS_Turk_c_7,,manuscript,,MS_Turk_c_7,Several doodles and crudely drawn maps on the insides of the front and back covers and flyleaves.,,,,,,,,,,,,,,,,,
MS_S_Digby_Or_210_addition_1,manuscript_23170,,MS_S_Digby_Or_210,,manuscript,,MS_S_Digby_Or_210,Some notes in Persian on folio 1a and folio 32b.,folio 1a; folio 32b,1a 32b,1a 32b,,,,,,,,,,,,,,
