metadata: binding UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,overview: binding,overview: condition,overview: decoration,date: contemporary,date: when,date: not before,date: not after,date: certainty,date: calendar,dimensions: height,dimensions: height max,dimensions: height min,dimensions: width,dimensions: width max,dimensions: width min,dimensions: depth,dimensions: depth max,dimensions: depth min,dimensions: unit
Indian Drawings 11_binding_1,manuscript_13825,,Indian Drawings 11,,"Probably bound in a hybrid British-Indian style hemmed binding soon after completion. Sewn on five recessed cords. edges trimmed, and dark blue fron-bead decorative endbands sewn at head and tail ; 343 235 28",Binding in good condition.,Spinebears a partly legible handritten paper label: مرقع تصویر [ ؟] ورق,,,1700,1800,,,343.0,343.0,343.0,235.0,235.0,235.0,28.0,28.0,28.0,mm
Indian Drawings 12_binding_1,manuscript_13826,,Indian Drawings 12,,"Originally bound in for Polier in Lucknow, then later restored for subsequent owner Alexander Lindsay, 25th Earl of Crawford (1812–1880).; Folios joined with silk strips in the gutters to form binions. When restored, heavily flocked, machine-made blue paper flyleaves and interleaving added, then resewn on five recessed cords. Edges untrimmed, with front-bead decorative endbands sewn in red and blue silk threads at at head and tail. Originally covered in full claret-coloured goatskin leather over pasteboards, dyed brown along the margins, with light blue silk lining the board interiors. Spine replaced with black goatskin leather, hollow-backed when restored.; 408 286 68","Handle binding with caution. In poor condition, with extensive abrasion to the exterior leather, breaking headcaps, bumped corners, right board broken at the interior joint. Boxed.","Boards lavishly decorated with central scalloped mandorlas, detached pendants, cornerpieces, surrounded by cartouche borders, all blocked in gold. Vertical lines connnect the central decoration, embellished with hand-painted raidiating lines and flourishes, with the same added to the surrounding margin. Gold ruled double lines connnect the cornerpieces and define the intermediate margin, dyed brown for contrast, with the same again connected the surrounding cartouches. Comparatively wide gold ruling surrounds the board margins, now largely abraded.",,,1775,1785,,,408.0,408.0,408.0,286.0,286.0,286.0,68.0,68.0,68.0,mm
Indian Drawings 21_binding_1,manuscript_13827,,Indian Drawings 21,,"Bound in Britain for former owner Alexander Lindsay, 25th Earl of Crawford (1812–1880).; Individual folios attached with white cambric strips, with thin white wove interleaving, and compensation guards of camrbic in the gutters laminated with heavy-weight, heavily flocked, European machine-manufactured blue paper, with the same added as endpapers to the beginning and end. Oversewn on five recessed cords laced into pasteboards. Edges untrimmed, with white and black front-bead decorative endbands sewn at head and tail. Covered in half medium brown goastkin leather, hollow-backed, with spattered decorated paper sides. without a flap (Type III binding per Déroche).; 402 305 44",Handle binding with caution. In fair but stable condition with extensive abrasion and grain layer delamination of the exterior leather.,Spine pan elas palleted with thick single filllet lines in blind with thin lines in gold on either side. Lettered: INDIANDRAWINGS in gold with a small paper label underneath numbered Nº 21>.,,,1800,1866,,,402.0,402.0,402.0,305.0,305.0,305.0,44.0,44.0,44.0,mm
Arabic_MS_691_binding_1,manuscript_14391,,Arabic_MS_691,,19th-century leather binding incorporating pieces of an earlier binding on the front and back covers. This earlier binding is gold-tooled. cover; Pencil note on flyleaf ia: Binding repaired by Mr Wilson of Messis Durham and Wilson. October 1963. F.T.,,,,,,,,,,,,,,,,,,
Arabic_MS_704_binding_1,manuscript_14404,,Arabic_MS_704,,Brown leather binging; blind-tooled.,,,,,,,,,,,,,,,,,,
Arabic_MS_789_binding_1,manuscript_14489,,Arabic_MS_789,,Red leather binding with flap. Blind-tooled. Printed paper paste-downs.,,,,,,,,,,,,,,,,,,
Persian_MS_180_binding_1,manuscript_14602,,Persian_MS_180,,"Evidently rebound as a set for former owner Archibald Swinton after his return to Britain in 1766. Uniformly bound with Persian MS 181; however, 182 comports with , and 179 appears to be an unrelated, separate addition. Abbreviated resewing on six cords, laced into Persian MS 802pasteboard, edges trimmed and marbled with a loose serpentine pattern drawn over a stone design in yellow, green, black, and red. Decorative front-bead decorative endbands sewn in red and yellow silk threads. Covered in full, bright green calfskin leather, tight-backed and tight-jointed, with 'Old Dutch' patterned marbled endpapers.; 388 249 60","Handle with caution. Exterior and board edges abraded, and joints cracked.","Spine fully gilt, with Swinton's arms blocked on gold on skiver leather labels applied to the top panel. Gilt floriate chain borders on the board perimeters, with floral sprig corners, and board edges tooled with a leaf-and-dart roll.",,,1762,1804,,,388.0,388.0,388.0,249.0,249.0,249.0,60.0,60.0,60.0,mm
Persian_MS_387_binding_1,manuscript_14603,,Persian_MS_387,,"Probably uniformly rebound in a hybrid British-Indian style in Multan, together with the other volumes in full red goatskin leather over pasteboards, without a flap (type III binding per Déroche), as a set for former owner Colonel George William Hamilton.; 323 224 50","Handle with caution. In fair condition. The text block opens tightly to the gutter, while the exterior binding suffers from abrasion, and cracking joints at head and tail.",,,,1861,1865,,,323.0,323.0,323.0,224.0,224.0,224.0,50.0,50.0,50.0,mm
Persian_MS_388_binding_1,manuscript_14604,,Persian_MS_388,,"Uniformly rebound in a hybrid British-Indian style in India, together with the other volumes in full red goatskin leather over pasteboards, without a flap (type III binding per Déroche), as a set for former owner Colonel George William Hamilton.; 322 188 67","Handle with caution. In fair condition. Due to due to cross-grained papers and stiff spine linings, the text block opens tightly to the gutter, with the exterior binding abraded.",,,,1858,1866,,,322.0,322.0,322.0,188.0,188.0,188.0,67.0,67.0,67.0,mm
Persian_MS_389_binding_1,manuscript_14605,,Persian_MS_389,,"Uniformly rebound in a hybrid British-Indian style in together with the other volumes in full red goatskin leather over pasteboards, without a flap (type III binding per Déroche), as a set for former owner Colonel George William Hamilton while Commissioner of Multan.; 307 192 44","In good condition, with the opening restricted due to cross-grain paper employed for the text block. The exterior bears mild abrasion, and white salts (spew) likely resulting from prolonged exposure to moisture.",,,,1861,1865,,,307.0,307.0,307.0,192.0,192.0,192.0,44.0,44.0,44.0,mm
Persian_MS_396_binding_1,manuscript_14606,,Persian_MS_396,,"Probably split into two volumes and uniformly rebound with in Persian MS 395Delhi for former owner Colonel George William Hamilton. Resewn on a single flat support, with folios 50–66, 82–97, 121–152, and 222–237 oversewn. Edges trimmed, spine lined with cloth, and Islamic-style twined chevron endbands worked in red silk and silver threads. Rebound in a hybrid British-Indian style, tight-backed binding in two separate pieces of smooth, dark red goatskin leather that overlap on the spine, without a flap (type III binding per Déroche), with squares along the edges and defined exterior joints. Cloth lining and thong ends attached to the board interiors, then overlaid with European schrotel-patterned marbled paper doublures.; 279 167 43","Handle with caution. Exterior cover extensively abraded, abrasion to the board exteriors.","Spine and board perimeters dyed brown. Decorative onlays feature scalloped central mandorlas, detached pendants, and corners glocked in gold, surrounded by a border of gilt insular dots, with yellow ruling criss-crossing the central decoration and surrounding the inner borders and outer margins. A paper label on the spine bears the title written in black nasta‘līq.",,,1864,1866,,,279.0,279.0,279.0,167.0,167.0,167.0,43.0,43.0,43.0,mm
Persian_MS_801_binding_1,manuscript_14607,,Persian_MS_801,,"Uniformly rebound as a set with six other volumes ( to Persian MS 802806. Since appears identical with Persian MS 802, previously owned by Persian MS 182Captain Archibald Swinton, whose sale catalogue also lists another lot of an incomplete six-volume set of the same work, it seems that he also likely formerly owned this as well. However, subsequent owners Sir Gore Ouseley (1770–1844) evidently pasted his bookplate over Swinton's on the left paste down, and George Augustus Frederick FitzClarence replaced the label blocked with Swinton's arms adhered to the uppermost spine panel with his own, as further confirmed by similar gilt decoration evident where the top-right corner of the label tore off.; Abbreviated resewing on six cords, laced into pasteboard, edges trimmed and marbled with a loose serpentine pattern drawn over a stone design in yellow, green, black, and red. Decorative front-bead decorative endbands sewn in red and yellow silk threads. Covered in full, bright green calfskin leather, tight-backed and tight-jointed, with 'Old Dutch' curled patterned marbled endpapers, stiff leaved with plain European-manufactured endleaves, with ~9 laid lines per cm and ~23 mm between chain lines..; 283 182 63","Handle with caution. Binding exterior and board edges abraded, and joints cracked. Headband missing; tailband broken. Boxed.","Spine fully gilt, with the Earl of Munster's arms blocked in gold on skiver leather labels applied to the top panel. Gilt floriate chain borders on the board perimeters, with floral sprig corners, and board edges tooled with a leaf-and-dart roll.",,,1762,1804,,,283.0,283.0,283.0,182.0,182.0,182.0,63.0,63.0,63.0,mm
Persian_MS_802_binding_1,manuscript_14608,,Persian_MS_802,,"Uniformly rebound as a set with six other volumes ( to Persian MS 801806. Since this appears identical with , previously owned by Persian MS 182Captain Archibald Swinton, whose sale catalogue also lists another lot of an incomplete six-volume set of the same work, it seems that he also likely formerly owned this as well. However, subsequent owners Sir Gore Ouseley (1770–1844) evidently pasted his bookplate over Swinton's on the left paste down, and George Augustus Frederick FitzClarence replaced the label blocked with Swinton's arms adhered to the uppermost spine panel with his own, as further confirmed by similar gilt decoration evident where the top-right corner of the label tore off.; Abbreviated resewing on six cords, laced into pasteboard, edges trimmed and marbled with a loose serpentine pattern drawn over a stone design in yellow, green, black, and red. Decorative front-bead decorative endbands sewn in red and yellow silk threads. Covered in full, bright green calfskin leather, tight-backed and tight-jointed, with 'Old Dutch' curled patterned marbled endpapers, stiff leaved with plain European-manufactured endleaves, with ~9 laid lines per cm and ~23 mm between chain lines.; 286 201 50","Handle with caution. Exterior and board edges abraded, and joints cracked. Headband missing. Boxed.","Spine fully gilt, with the Earl of Munster's arms blocked in gold on skiver leather labels applied to the top panel. Gilt floriate chain borders on the board perimeters, with floral sprig corners, and board edges tooled with a leaf-and-dart roll.",,,1762,1804,,,286.0,286.0,286.0,201.0,201.0,201.0,50.0,50.0,50.0,mm
Persian_MS_174_binding_1,manuscript_14609,,Persian_MS_174,,Probably bound in the Indian subcontinent in full brown goatskin leather in two separate pieces that overlap on the spine.; 304 192 85,"Handle with caution. In poor condition, with right board pulling away from the spine, otherwise loose sewing, and the text block split between folios 104 and 105, exterior binding joints breaking. Boxed.","Boards uniformly decorated together with the other volumes as a set, with paper onlays for the central scalloped mandorlas, detached pendants, and corners with the boards ruled in white. Paper label on the spine bears the title of the volume in Persian.",,,1804,1818,,,304.0,304.0,304.0,192.0,192.0,192.0,85.0,85.0,85.0,mm
Persian_MS_175_binding_1,manuscript_14610,,Persian_MS_175,,Probably bound in the Indian subcontinent in full red goatskin leather in two separate pieces that overlap on the spine.; 307 170 47,"Handle with caution. In poor condition, with right board pulling away from the spine, loose sewing, and the text block split between folios 3 and 4. Binding exterior extensively abraded. Boxed.","Boards nearly uniformly decorated together with the other volumes as a set, with paper onlays for the central scalloped mandorlas, detached pendants, and corners with the boards ruled in white. Paper label on the spine bears the title of the volume in Persian.",,,1804,1818,,,307.0,307.0,307.0,170.0,170.0,170.0,47.0,47.0,47.0,mm
Persian_MS_196_binding_1,manuscript_14611,,Persian_MS_196,,,,,,,,,,,,,,,,,,,,
Persian MS 370_binding_1,manuscript_14613,,Persian MS 370,,"Very likely restored in India. Resewn upon a single flat support put down on the flyleaves. Edges trimmed with the head coloured gray. Finely worked Islamic-style twined chevron endbands of bluish-gray silk and silver threads over cord at head and tail. Elegantly rebound in a hybrid British-Indian style in British-made straight-grained crimson morocco leather over pasteboards, with squares along the edges and defined joints, but without a flap (type III binding as per Déroche). Internal doublures lined with similar British-made straight-grained black morocco leather, with the extended width put down as hinges onto the flyleaves, with strips of marbled paper, zig-zag cut adhered over top to disguise the overlap. An earlier pink-tinted endleaf (f. iii) remains, with later endpapers added, apparently of the same stock used to complete the end of the volume when restored.; 249 161 55","Handle with caution. Binding in good condition on the exterior, with light scuffing on the exterior. However, the text block split between folios 326b to 327a although the sewing remains intact, while the right board internal doublure and the first right flyleaf bears significant insect damage, the latter with large losses in the centre.","Gilt paper onlays applied to the board margins, with a wide band featuring a floral scrollwork design, with strips of similarly-gilt onlays with insular dots applied on either side, double and single ruled in yellow. Board edges tooled with a narrow foliate scroll, with the internal dentelles also tooled with a decorative abstract scroll design, using decorative rolls in gold, executed in the European manner. Octagonal paper label bearing the title of the volume in Persian applied to the spine.",,,1800,1868,,,249.0,249.0,249.0,161.0,161.0,161.0,55.0,55.0,55.0,mm
Persian MS 438_binding_1,manuscript_14617,,Persian MS 438,,"Probably restored in India for former owner Colonel George William Hamilton. Resewn on a single leather thong support, put down on the pasteboards. Edges trimmed, but without endbands. Rebound in a British-Indian hybrid style, covered in full polished maroon goatskin leather over paasteboards, with squares along the edges of the boards and without a flap (type III binding as per Déroche). Endpapers of comparatively rough paper, probably handmade in India.; 239 153 13","In fair condition. Some abrasion to the surface, cracking at headcaps","Boards margins and spine dyed dark brown. Boards bear paper onlays in gold scalloped central mandorlas, detached pendants, with a horiztonal cartouche of three insular dots in between, connected by criss-crossed single rule lines in yellow, and double-ruled on either side of the outer margins. Spine bears a paper label inscribed with the title in Persian.",,,1840,1866,,#Gregorian,239.0,239.0,239.0,153.0,153.0,153.0,13.0,13.0,13.0,mm
Persian_MS_707_binding_1,manuscript_14618,,Persian_MS_707,,"Bound in a hybrid British-Indian style in Multan for former owner Colonel George William Hamilton (1807-1868). Unsupported sewing at two stations adhered to the inside of the boards. Twined chevron endbands in red and green silk worked at head and tail. Covered full, smooth polished maroon goatskin leather over pasteboards, with defined joints, squares along the edges of the boards, and without a flap (Type III binding per Déroche). Doublures of the same leather line the interior, with the excess put down as hinges onto the first and last flyeleaves, overlaid with a strip of paper cut with a decorative zig-zag cut along one edge to disguise the join.; 233 153 11","Binding in good condition, with whitened salts on the leather surface (spew) due to exposure to moisture.",Boards margins stained black then double-ruled in yellow on either side.,,1861,1861,1861,,,233.0,233.0,233.0,153.0,153.0,153.0,11.0,11.0,11.0,mm
Persian MS 791_binding_1,manuscript_14619,,Persian MS 791,,"Sewn all-along on three sawn-in cords laced into the pasteboards, without endbands. Recovered Europe in full, red straight-grained morocco (placed diagonally) leather, without a flap (type III binding per Déroche), with squares at the edges. Modern yellow-tinted wove endpapers added to the volume when restored.; 214 156 35","Handle binding with caution. In poor condition. surface abraded, joints cracking, and headcaps frayed. While the sewing remains intact, the text block split in several areas. The eight to fifteenth left flyleaves (ff. viii–xv) left uncut. Boxed.",,,,1670,1866,,,214.0,214.0,214.0,156.0,156.0,156.0,35.0,35.0,35.0,mm
Persian MS 827_binding_1,manuscript_14620,,Persian MS 827,,"Probably rebound in London for former owner Duncan Forbes. Oversewn on five recessed cords laced into the pasteboards. Edges then trimmed and stained in a reddish tan colour. No enbands at head and tail. Recovered in full, maroon bookcloth embossed with a moirée pattern, without a flap fore-edge flap (type II binding per Déroche et al), with endpapers of heavy-weight machine-made wove paper. ; 441 268 59","Handle with caution: in good condition, headcaps abraded and corners bent. Text block split between pages 707–708.",Gilt spine label of black sheepskin skiver leather boldly titled MIRAT UL 'ALAM in gold.,,1873,1873,1873,,#Gregorian,441.0,441.0,441.0,268.0,268.0,268.0,59.0,59.0,59.0,mm
MS_Arabic_1_binding_1,manuscript_15651,,MS_Arabic_1,,"Original, Oriental type; slightly worn, blind tooling. On the spine is pasted a library tag with words: طبّ حطى عربى.",,,True,,,,,,,,,,,,,,,
MS_Arabic_6_binding_1,manuscript_15656,,MS_Arabic_6,,"Cardboard, 354 223",,,True,,,,,,354.0,354.0,354.0,223.0,223.0,223.0,,,,mm
MS_Arabic_8_binding_1,manuscript_15658,,MS_Arabic_8,,Cardboard 140 230,,,True,,,,,,140.0,140.0,140.0,230.0,230.0,230.0,,,,mm
WMS_Arabic_10_binding_1,manuscript_15660,,WMS_Arabic_10,,"Brown leather, Oriental type with a centrepiece (115 x 180). Blind tooling. 183 122",,,True,,,,,,183.0,183.0,183.0,122.0,122.0,122.0,,,,mm
WMS_Arabic_11_binding_1,manuscript_15661,,WMS_Arabic_11,,277 194 Paper; leather covers Primary endbands: natural colour; Secondary endbands: natural colour; Islamic endbands.,,,True,,,,,,277.0,277.0,277.0,194.0,194.0,194.0,,,,mm
WMS_Arabic_12_binding_1,manuscript_15662,,WMS_Arabic_12,,"320 232 Paper; leather covers. Primary endbands: Natural colour; Secondary endbands: Yellow, red; Islamic endbands, worked on the book.",,,True,,,,,,320.0,320.0,320.0,232.0,232.0,232.0,,,,mm
WMS_Arabic_13_binding_1,manuscript_15663,,WMS_Arabic_13,,297 219 Paper; leather covers; Primary endbands: natural colour; Secondary endbands: light orange colour; chevron-like.,,,True,,,,,,297.0,297.0,297.0,219.0,219.0,219.0,,,,mm
WMS_Arabic_14_binding_1,manuscript_15664,,WMS_Arabic_14,,,,Oriental type with a flap. Leather with blind tooling. Evidence on the spine of an old shelf-mark.,True,,,,,,,,,,,,,,,
WMS_Arabic_15_binding_1,manuscript_15665,,WMS_Arabic_15,,"272 191 Paper; leather covers; Primary endbands: natural colour; Secondary endbands: yellow, red; Islamic endbands worked on book.",,,True,,,,,,272.0,272.0,272.0,191.0,191.0,191.0,,,,mm
WMS_Arabic_16_binding_1,manuscript_15666,,WMS_Arabic_16,,"European, cardboard; Leather spine with tooling: ""KANUN / FI'T'TIBB / RAIS / IBN SINA/ AVICENNA // ARABIC MS AD 1337"".",,,True,,,,,,,,,,,,,,,
WMS_Arabic_17_binding_1,manuscript_15667,,WMS_Arabic_17,,216 156 Paper; leather covers,,,True,,,,,,216.0,216.0,216.0,156.0,156.0,156.0,,,,mm
WMS_Arabic_18_binding_1,manuscript_15668,,WMS_Arabic_18,,227mm 162mm paper cloth Endbands stuck on cloth at head and tail. Blue.,,,,,,,,,227mm,227mm,227mm,162mm,162mm,162mm,,,,mm
MS_Arabic_20_binding_1,manuscript_15670,,MS_Arabic_20,,"333 220 Paper; Leather spine; Endbands Western, stuck-on; Blue and orange-coloured.",,,True,,,,,,333.0,333.0,333.0,220.0,220.0,220.0,,,,mm
WMS_Arabic_24_binding_1,manuscript_15674,,WMS_Arabic_24,,paper / cloth 195 155 paper,,,True,,,,,,195.0,195.0,195.0,155.0,155.0,155.0,,,,mm
WMS_Arabic_26_binding_1,manuscript_15676,,WMS_Arabic_26,,220mm 167mm paper leather,,,True,,,,,,220mm,220mm,220mm,167mm,167mm,167mm,,,,mm
WMS_Arabic_29_binding_1,manuscript_15679,,WMS_Arabic_29,,"257 169 paper leather / cloth Stuck on western (not worked, ie - cloth) brown (or purple) and cream",,,True,,,,,,257.0,257.0,257.0,169.0,169.0,169.0,,,,mm
WMS_Arabic_31_binding_1,manuscript_15681,,WMS_Arabic_31,,204 116 leather / cloth,,,True,,,,,,204.0,204.0,204.0,116.0,116.0,116.0,,,,mm
WMS_Arabic_34_binding_1,manuscript_15684,,WMS_Arabic_34,,216 155 paper leather / paper Islamic Green and yellow,,,True,,,,,,216.0,216.0,216.0,155.0,155.0,155.0,,,,mm
WMS_Arabic_35_binding_1,manuscript_15685,,WMS_Arabic_35,,257 142 paper leather,,,True,,,,,,257.0,257.0,257.0,142.0,142.0,142.0,,,,mm
MS_Arabic_46_binding_1,manuscript_15695,,MS_Arabic_46,,Cardboard 302 190,,,True,,,,,,302.0,302.0,302.0,190.0,190.0,190.0,,,,mm
MS_Arabic_49_binding_1,manuscript_15698,,MS_Arabic_49,,Cardbaord 279 155,,,True,,,,,,279.0,279.0,279.0,155.0,155.0,155.0,,,,mm
WMS_Arabic_62_binding_1,manuscript_15710,,WMS_Arabic_62,,cord 216mm 136mm paper leather / paper Blue and orange endbands Islamic endbands,,,True,,,,,,216mm,216mm,216mm,136mm,136mm,136mm,,,,mm
MS_Arabic_66_binding_1,manuscript_15714,,MS_Arabic_66,,Cardboard 294 179 cloth,,,True,,,,,,294.0,294.0,294.0,179.0,179.0,179.0,,,,mm
WMS_Arabic_68_binding_1,manuscript_15716,,WMS_Arabic_68,,tapes 210mm 140mm paper cloth cover,,,True,,,,,,210mm,210mm,210mm,140mm,140mm,140mm,,,,mm
MS_Arabic_71_binding_1,manuscript_15719,,MS_Arabic_71,,Cardboard 259 167,,,True,,,,,,259.0,259.0,259.0,167.0,167.0,167.0,,,,mm
WMS_Arabic_72_binding_1,manuscript_15720,,WMS_Arabic_72,,"Paper; Blue and white endbands, Islamic.",,,True,,,,,,,,,,,,,,,
MS_Arabic_80_binding_1,manuscript_15727,,MS_Arabic_80,,254 198 leather covers.,,,True,,,,,,254.0,254.0,254.0,198.0,198.0,198.0,,,,mm
WMS_Arabic_81_binding_1,manuscript_15728,,WMS_Arabic_81,,tanned skin 270 162 paper leather / paper,,,True,,,,,,270.0,270.0,270.0,162.0,162.0,162.0,,,,mm
MS_Arabic_82_binding_1,manuscript_15729,,MS_Arabic_82,,322 186,,,True,,,,,,322.0,322.0,322.0,186.0,186.0,186.0,,,,mm
MS_Arabic_84_binding_1,manuscript_15731,,MS_Arabic_84,,322 186,,,True,,,,,,322.0,322.0,322.0,186.0,186.0,186.0,,,,mm
WMS_Arabic_99_binding_1,manuscript_15744,,WMS_Arabic_99,,237mm 175mm paper paper / cloth,,,True,,,,,,237mm,237mm,237mm,175mm,175mm,175mm,,,,mm
MS_Arabic_100_binding_1,manuscript_15745,,MS_Arabic_100,,195 140 paper; paper covers.,,,True,,,,,,195.0,195.0,195.0,140.0,140.0,140.0,,,,mm
WMS_Arabic_116_binding_1,manuscript_15761,,WMS_Arabic_116,,"Cord support 226mm 155mm paper; leather; Western endbands, worked, in red and yellow.",,,True,,,,,,226mm,226mm,226mm,155mm,155mm,155mm,,,,mm
WMS_Arabic_117_binding_1,manuscript_15762,,WMS_Arabic_117,,226mm 179mm paper binding; leather / cloth covers; Islamic endbands; Yellow and grey Islamic,,,True,,,,,,226mm,226mm,226mm,179mm,179mm,179mm,,,,mm
WMS_Arabic_147_binding_1,manuscript_15792,,WMS_Arabic_147,,cord; 269mm 200mm paper; leather / cloth spine,,,True,,,,,,269mm,269mm,269mm,200mm,200mm,200mm,,,,mm
WMS_Arabic_148_binding_1,manuscript_15793,,WMS_Arabic_148,,258mm 153mm Paper binding; leather spine; Endbands: natural colour; red and natural; chevron- style endbands,,,True,,,,,,258mm,258mm,258mm,153mm,153mm,153mm,,,,mm
WMS_Arabic_164_binding_1,manuscript_15809,,WMS_Arabic_164,,315mm 203mm Paper; leather / paper spine,,,True,,,,,,315mm,315mm,315mm,203mm,203mm,203mm,,,,mm
WMS_Arabic_165_binding_1,manuscript_15810,,WMS_Arabic_165,,154 106 Paper; leather spine,,,True,,,,,,154.0,154.0,154.0,106.0,106.0,106.0,,,,mm
WMS_Arabic_166_binding_1,manuscript_15811,,WMS_Arabic_166,,182mm 143mm Paper; leather / cloth spine; Endbands natural colour; Natural colour; Islamic endbands.,,,True,,,,,,182mm,182mm,182mm,143mm,143mm,143mm,,,,mm
MS_Arabic_174_binding_1,manuscript_15819,,MS_Arabic_174,,; 243 177 Paper paper / cloth covers.,,,True,,,,,,243.0,243.0,243.0,177.0,177.0,177.0,,,,mm
WMS_Arabic_175_binding_1,manuscript_15820,,WMS_Arabic_175,,235mm 160mm Paper; leather spine; Endbands natural colour; Yellow and red colour; Islamic style endbands,,,True,,,,,,235mm,235mm,235mm,160mm,160mm,160mm,,,,mm
MS_Arabic_178_binding_1,manuscript_15823,,MS_Arabic_178,,"298 187 Paper; leather / paper covers. Primary endbands natural colour; secondary endbands red/natural colour; worked, Arabic style.",,,True,,,,,,298.0,298.0,298.0,187.0,187.0,187.0,,,,mm
MS_Arabic_183_binding_1,manuscript_15828,,MS_Arabic_183,,255 190 Paper covers.,,,True,,,,,,255.0,255.0,255.0,190.0,190.0,190.0,,,,mm
MS_Arabic_201_binding_1,manuscript_15846,,MS_Arabic_201,,"261 167 Paper; leather / cloth covers. Purple and white endbands; at the tail only, stuck on, textile wrapped around a cord core.",,,True,,,,,,261.0,261.0,261.0,167.0,167.0,167.0,,,,mm
MS_Arabic_202_binding_1,manuscript_15847,,MS_Arabic_202,,260 170 Paper; leather covers; Endbands blue and white colour; stuck-on textile at head and tail.,,,True,,,,,,260.0,260.0,260.0,170.0,170.0,170.0,,,,mm
MS_Arabic_235_binding_1,manuscript_15876,,MS_Arabic_235,,213 157 Paper,,,True,,,,,,213.0,213.0,213.0,157.0,157.0,157.0,,,,mm
MS_Arabic_249_binding_1,manuscript_15890,,MS_Arabic_249,,188 125 Paper,,,True,,,,,,188.0,188.0,188.0,125.0,125.0,125.0,,,,mm
MS_Arabic_256_binding_1,manuscript_15897,,MS_Arabic_256,,230 174 Paper; Paper/ textile,,,True,,,,,,230.0,230.0,230.0,174.0,174.0,174.0,,,,mm
MS_Arabic_273_binding_1,manuscript_15914,,MS_Arabic_273,,155mm 113mm Paper; Paper / cloth covers.,,,True,,,,,,155mm,155mm,155mm,113mm,113mm,113mm,,,,mm
MS_Arabic_281_binding_1,manuscript_15922,,MS_Arabic_281,,156 mm 112 mm Paper binding; Paper covers; Light blue endbands; Blue and natural colour; Islamic.,,,True,,,,,,156 mm,156 mm,156 mm,112 mm,112 mm,112 mm,,,,mm
MS_Arabic_286_binding_1,manuscript_15927,,MS_Arabic_286,,140mm 148mm Paper binding; Leather / paper spine,,,True,,,,,,140mm,140mm,140mm,148mm,148mm,148mm,,,,mm
MS_Arabic_289_binding_1,manuscript_15930,,MS_Arabic_289,,213mm 163mm paper Leather spine,,,True,,,,,,213mm,213mm,213mm,163mm,163mm,163mm,,,,mm
MS_Arabic_290_binding_1,manuscript_15931,,MS_Arabic_290,,Paper; 239mm 146mm Leather / paper spine,,,True,,,,,,239mm,239mm,239mm,146mm,146mm,146mm,,,,mm
MS_Arabic_291_binding_1,manuscript_15932,,MS_Arabic_291,,Cord 235mm 182mm Paper; Leather; Black and white endbands.,,,True,,,,,,235mm,235mm,235mm,182mm,182mm,182mm,,,,mm
MS_Arabic_292_binding_1,manuscript_15933,,MS_Arabic_292,,215mm 144mm Paper; leather,,,True,,,,,,215mm,215mm,215mm,144mm,144mm,144mm,,,,mm
MS_Arabic_297_binding_1,manuscript_15938,,MS_Arabic_297,,205 144 Paper,,,True,,,,,,205.0,205.0,205.0,144.0,144.0,144.0,,,,mm
MS_Arabic_305_binding_1,manuscript_15946,,MS_Arabic_305,,183mm 135mm Paper leather / paper.,,,True,,,,,,183mm,183mm,183mm,135mm,135mm,135mm,,,,mm
MS_Arabic_311_binding_1,manuscript_15954,,MS_Arabic_311,,152 90 Paper; leather / paper covers.,,,True,,,,,,152.0,152.0,152.0,90.0,90.0,90.0,,,,mm
MS_Arabic_348_binding_1,manuscript_15991,,MS_Arabic_348,,195 151 Paper; Leather covers.,,,True,,,,,,195.0,195.0,195.0,151.0,151.0,151.0,,,,mm
MS_Arabic_351_binding_1,manuscript_15994,,MS_Arabic_351,,205 149 Paper; Paper / cloth covers.,,,True,,,,,,205.0,205.0,205.0,149.0,149.0,149.0,,,,mm
MS_Arabic_355_binding_1,manuscript_15998,,MS_Arabic_355,,"187 142 Leather / textile covers; Endbands: natural tie-downs; green and purple in colour; worked at head and tail, in Islamic style.",,,True,,,,,,187.0,187.0,187.0,142.0,142.0,142.0,,,,mm
MS_Arabic_359_binding_1,manuscript_16002,,MS_Arabic_359,,246 176 Primary endbands - tie-downs: natural colour. Secondary endbands - chevrons: blue and white colour. Worked in Islamic style at head and tail in two colours.,,,True,,,,,,246.0,246.0,246.0,176.0,176.0,176.0,,,,mm
MS_Arabic_361_binding_1,manuscript_16004,,MS_Arabic_361,,"170 113 Paper; leather covers; Primary endbands: tie-downs, natural colour. Secondary endbands: chevrons, yellow and pink colour. Endbands present at head and tail, worked in Islamic style.",,,True,,,,,,170.0,170.0,170.0,113.0,113.0,113.0,,,,mm
MS_Arabic_371_binding_1,manuscript_16014,,MS_Arabic_371,,195 147 Paper,,,True,,,,,,195.0,195.0,195.0,147.0,147.0,147.0,,,,mm
MS_Arabic_372_binding_1,manuscript_16015,,MS_Arabic_372,,218 133 Paper,,,True,,,,,,218.0,218.0,218.0,133.0,133.0,133.0,,,,mm
MS_Arabic_373_binding_1,manuscript_16016,,MS_Arabic_373,,"211 157 Leather / paper; Primary enbands: tie-downs, natural colour. Secondary endbands: possibly pink and green. Endbands present at head and tail, worked Islamic style.",,,True,,,,,,211.0,211.0,211.0,157.0,157.0,157.0,,,,mm
