metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: part ID,origin: not before,origin: not after,origin: country,origin: region,origin: settlement,origin: org,provenance: overview,provenance: former owner name(s),provenance: named place(s),acquisition: overview,acquisition: not before,acquisition: not after,acquisition: former owner name(s),acquisition: donor name(s),contents: lang(s),contents: lang code(s),contents: n items and parts,contents: title(s),contents: standard title(s),contents: subject(s),contents: author(s) referenced,music: notation,decoration: type(s),codicology: form,codicology: condition,codicology: support,codicology: watermark,codicology: extent,codicology: core folios,codicology: endleaves,codicology: later endleaves,codicology: collation,codicology: main structure,codicology: structures,codicology: foliation,palaeography: hands,palaeography: script,palaeography: main script,palaeography: execution,palaeography: medium,binding: overview,binding: contemporary,binding: not before,binding: not after,binding: certainty,binding: max height,binding: min height,binding: max width,binding: min width,binding: max depth,binding: min depth,binding: unit,leaves: max height,leaves: min height,leaves: max width,leaves: min width,leaves: unit,text block: max cols,text block: min cols,text block: max height,text block: min height,text block: max width,text block: min width,text block: unit,text block: max lines,text block: min lines,text block: medium,text block: top line
manuscript_15594,,Eton Pote 435,,manuscript,,Eton_435,,,,,,,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the second half alphabetically going to Eton. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",Colonel Antoine-Louis Henri Polier (1741–1795),,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,Edward Ephraim Pote (d.1832),,,fa,1.0,"Dīvān-i Muḥammad ʿAlī Ḥazīn; ديوان محمد على الحزين; Catalogue of the Persian manuscripts in the British Museum (3 vols.); Catalogue of Persian manuscripts in the library of the India Office (2 vols.); Catalogue of the Persian, Turkish, Hindûstânî, and Pushtû Manuscripts in the Bodleian Library; Mughals in India: a bibliographical survey. Vol. 1. Manuscripts",,,Muḥammad ʿAlī Ḥazīn محمد علی حزين ; C. Rieu; H. Ethé; E. Sachau and H. Ethé; D.N. Marshall,,,codex,,chart,,,,,,,,,Foliated (in continuation).,,unknown,unknown,,black,,,,,,,,,,,,,30.5,30.5,17.8,17.8,cm,1.0,1.0,,,,,,15.0,15.0,,
manuscript_15580,,Eton Pote 421,,manuscript,,Eton_421,1751 1751,1751 1751,,,,,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the second half alphabetically going to Eton. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",Colonel Antoine-Louis Henri Polier (1741–1795),,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,Edward Ephraim Pote (d.1832),,,ar,1.0,"Niqāyah with author’s commentary, Itmām al-Dirāyah; اتمام الدراية لقراء النقاية; Geschichte der arabischen Literatur; Catalogus codicum manuscriptorum orientalium qui in Museo britannico asservantur. Pars secunda, codices arabicos amplectens",,,"Suyūṭī, ʿAbd al-Raḥmān ibn Abī Bakr, 1445-1505 سیوطی، عبد الرحمان ابن ابی بکر ; C. Brockelmann; C. Rieu",,,codex,,chart,,,,,,,,,Not foliated or paginated.,,unknown,unknown,,black,,,,,,,,,,,,,23.0,23.0,14.0,14.0,cm,1.0,1.0,,,,,,19.0,19.0,,
manuscript_15496,,Eton Pote 347,,manuscript,,Eton_347,,,,,,,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the second half alphabetically going to Eton. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",Colonel Antoine-Louis Henri Polier (1741–1795),,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,Edward Ephraim Pote (d.1832),,,und,1.0,Gul-i Kushtī (?); گل كشتى,,,"Mīr ʿAbd al-ʿĀl ibn Mīr Muḥammad Muʾmin Ḥusaynī, Najāt مير عبد العال بن مير محمد مؤمن حسيني، نجات",,,codex,,chart,,,,,,,,,,,unknown,unknown,,black,,,,,,,,,,,,,,,,,cm,1.0,1.0,,,,,,0.0,0.0,,
manuscript_15566,,Eton Pote 409,,manuscript,,Eton_409,,,,,,,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the second half alphabetically going to Eton. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",Colonel Antoine-Louis Henri Polier (1741–1795),,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,Edward Ephraim Pote (d.1832),,,und,1.0,Majmūʿah… wa Ṣarf Majd Miṣbāḥ (?),,,Anonymous,,,codex,,chart,,,,,,,,,,,unknown,unknown,,black,,,,,,,,,,,,,,,,,cm,1.0,1.0,,,,,,0.0,0.0,,
manuscript_15544,,Eton Pote 390,,manuscript,,Eton_390,1638 1638,1638 1638,,,,,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the second half alphabetically going to Eton. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",Colonel Antoine-Louis Henri Polier (1741–1795),,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,Edward Ephraim Pote (d.1832),,,ar,1.0,al-Mashāriʿ wa-l-Muṭāraḥāt; المشارع والمطارحات,,,"Suhrawardī, Yaḥyā ibn Ḥabash, 1152 or 3-1191 سهروردي، يحيى بن حبش",,,codex,,chart,,,,,,,,,Foliated.,,nastaʿlīq,nastaʿlīq,,black,,,,,,,,,,,,,30.0,30.0,17.0,17.0,cm,1.0,1.0,,,,,,29.0,29.0,,
manuscript_15393,,Eton Pote 258(1),,manuscript,,Eton_258_1,,,,,,,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the second half alphabetically going to Eton. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",Colonel Antoine-Louis Henri Polier (1741–1795),,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,Edward Ephraim Pote (d.1832),,,fa,1.0,"Shāhnāmah; شاهنامه; Catalogue of the Persian manuscripts in the British Museum (3 vols.); Catalogue of Persian manuscripts in the library of the India Office (2 vols.); Catalogue of the Persian, Turkish, Hindûstânî, and Pushtû Manuscripts in the Bodleian Library; Catalogue of the Persian, Turkish, Hindûstânî, and Pushtû Manuscripts in the Bodleian Library, Part III; Persian Literature: a bio-bibliographical survey; Mughals in India: a bibliographical survey. Vol. 1. Manuscripts; A catalogue of Persian manuscripts in the library of the University of Cambridge",,,Firdawsī فردوسی ; C. Rieu; H. Ethé; E. Sachau and H. Ethé; A.F.L. Beeston; C. A. Storey; D.N. Marshall; E. Browne,,,codex,,chart,,,,,,,,,Not foliated or paginated.,,nastaʿlīq,nastaʿlīq,,black,,,,,,,,,,,,,30.3,30.3,20.0,20.0,cm,1.0,1.0,,,,,,23.0,23.0,,
manuscript_15548,,Eton Pote 394,,manuscript,,Eton_394,1700 1700,1700 1700,,,,,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the second half alphabetically going to Eton. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",Colonel Antoine-Louis Henri Polier (1741–1795),,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,Edward Ephraim Pote (d.1832),,,ar,1.0,"Maqāmāt al-Ḥarīrī; مقامات الحريرى; Geschichte der arabischen Literatur; Catalogus codicum manuscriptorum orientalium qui in Museo britannico asservantur. Pars secunda, codices arabicos amplectens; Supplement to the catalogue of the Arabic manuscripts in the British Museum; A catalogue of the Arabic manuscripts in the Library of the India Office (vol. 1)",,,"al-Qāsim ibn ʻAlī al-Ḥarīrī, d. 516/1122 القاسم بن علي بن محمد الحريري ابو محمد ; C. Brockelmann; C. Rieu; C. Rieu; O. Loth",,,codex,,chart,,,,,,,,,Not foliated or paginated.,,unknown,unknown,,black,,,,,,,,,,,,,22.5,22.5,17.4,17.4,cm,1.0,1.0,,,,,,9.0,9.0,,
manuscript_15492,,Eton Pote 343,,manuscript,,Eton_343,,,,,,,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the second half alphabetically going to Eton. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",Colonel Antoine-Louis Henri Polier (1741–1795),,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,Edward Ephraim Pote (d.1832),,,fa,1.0,"Kalimāt-i Ṭayyibāt (wise sayings of ʿĀlamgīr); كلمات طيبات; Catalogue of the Persian manuscripts in the British Museum (3 vols.); Catalogue of the Persian, Turkish, Hindûstânî, and Pushtû Manuscripts in the Bodleian Library; Mughals in India: a bibliographical survey. Vol. 1. Manuscripts",,,"Awrangzīb, Emperor of Hindustan, 1618-1707 اورنگزيب،‏‏ پادشاه هندوستان ; C. Rieu; E. Sachau and H. Ethé; D.N. Marshall",,,codex,,chart,,,,,,,,,Not foliated or paginated.,,unknown,unknown,,black,,,,,,,,,,,,,25.5,25.5,16.5,16.5,cm,1.0,1.0,,,,,,14.0,14.0,,
manuscript_15584,,Eton Pote 425,,manuscript,,Eton_425,,,,,,,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the second half alphabetically going to Eton. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",Colonel Antoine-Louis Henri Polier (1741–1795),,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,Edward Ephraim Pote (d.1832),,,fa,1.0,Vaqāʿi-i Shujāʿī; وقائع شجاعى; Persian Literature: a bio-bibliographical survey; Mughals in India: a bibliographical survey. Vol. 1. Manuscripts,,,Anonymous ; C. A. Storey; D.N. Marshall,,,codex,,chart,,,,,,,,,Not foliated or paginated.,,indian shikasta,indian shikasta,,black,,,,,,,,,,,,,25.0,25.0,15.3,15.3,cm,1.0,1.0,,,,,,17.0,17.0,,
manuscript_15590,,Eton Pote 431,,manuscript,,Eton_431,,,,,,,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the second half alphabetically going to Eton. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",Colonel Antoine-Louis Henri Polier (1741–1795),,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,Edward Ephraim Pote (d.1832),,,ar,1.0,Hidāyat al-Naḥw; هداية النحو; A catalogue of Persian manuscripts in the library of the University of Cambridge,,,"(perhaps) ʿAbd al-Karīm, Muḥammad Mīrzā عبد الكريم، محمد ميرزا ; E. Browne",,,codex,,chart,,,,,,,,,Not foliated or paginated.,,unknown,unknown,,black,,,,,,,,,,,,,19.7,19.7,12.7,12.7,cm,1.0,1.0,,,,,,10.0,10.0,,
manuscript_15506,,Eton Pote 357,,manuscript,,Eton_357,,,,,,,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the second half alphabetically going to Eton. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",Colonel Antoine-Louis Henri Polier (1741–1795),,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,Edward Ephraim Pote (d.1832),,,ar,1.0,"Manār al-Anwār; منار الانوار; Geschichte der arabischen Literatur; Catalogus codicum manuscriptorum orientalium qui in Museo britannico asservantur. Pars secunda, codices arabicos amplectens; A catalogue of the Arabic manuscripts in the Library of the India Office (vol. 1)",,,"Nasafī, ʿAbd Allāh ibn Aḥmad, d. 1310 النسفى، عبد الله بن احمد حافظ الدين ابو البركات ; C. Brockelmann; C. Rieu; C. Rieu; O. Loth",,,codex,,chart,,,,,,,,,Not foliated or paginated.,,naskh,naskh,,black,,,,,,,,,,,,,21.8,21.8,14.4,14.4,cm,1.0,1.0,,,,,,5.0,5.0,,
manuscript_15577,,Eton Pote 419,,manuscript,,Eton_419,,,,,,,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the second half alphabetically going to Eton. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",Colonel Antoine-Louis Henri Polier (1741–1795),,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,Edward Ephraim Pote (d.1832),,,fa,1.0,"Nal-u Daman; نل دمن; Catalogue of the Persian manuscripts in the British Museum (3 vols.); Catalogue of Persian manuscripts in the library of the India Office (2 vols.); Catalogue of the Persian, Turkish, Hindûstânî, and Pushtû Manuscripts in the Bodleian Library; Mughals in India: a bibliographical survey. Vol. 1. Manuscripts",,,"Fayz̤ī, Abū al-Fayz̤ ibn Mubārak, 1547 or 8-1595 فيضى، ابو الفيض بن مبارك ; C. Rieu; H. Ethé; E. Sachau and H. Ethé; D.N. Marshall",,,codex,,chart,,,,,,,,,Not foliated or paginated.,,unknown,unknown,,black,,,,,,,,,,,,,23.0,23.0,17.7,17.7,cm,1.0,1.0,,,,,,15.0,15.0,,
manuscript_15576,,Eton Pote 418,,manuscript,,Eton_418,,,,,,,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the second half alphabetically going to Eton. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",Colonel Antoine-Louis Henri Polier (1741–1795),,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,Edward Ephraim Pote (d.1832),,,fa,1.0,Kitāb Masālik wa-Mamālik (Persian translation); كتاب مسالك وممالك; Catalogue of Persian manuscripts in the library of the India Office (2 vols.); Persian Literature: a bio-bibliographical survey,,,"(probably) Iṣṭakhrī, Ibrāhīm ibn Muḥammad, d. 957 or 8 الإصطرخي، إبراهيم بن محمد ; (probably not) Ibn Ḥawqal, Muḥammad ibn ʿAlī ابن حوقل، محمد بن علي ; H. Ethé; C. A. Storey",,,codex,,chart,,,,,,,,,Not foliated or paginated.,,unknown,unknown,,black,,,,,,,,,,,,,22.2,22.2,13.3,13.3,cm,1.0,1.0,,,,,,11.0,11.0,,
manuscript_15589,,Eton Pote 430,,manuscript,,Eton_430,1682 1682,1682 1682,,,,,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the second half alphabetically going to Eton. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",Colonel Antoine-Louis Henri Polier (1741–1795),,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,Edward Ephraim Pote (d.1832),,,ar,1.0,Hidāyah al-Fiqh (from the book of Nikāḥ to the book of Waqf); ‏هداية الفقه; Hidayat al-Hikmah,,,Ibn Ḥāfiẓ Aḥmad (a resident of Lahore) ابن حافظ احمد,,,codex,,chart,,,,,,,,,Foliated.,,unknown,unknown,,black,,,,,,,,,,,,,21.5,21.5,15.0,15.0,cm,1.0,1.0,,,,,,19.0,19.0,,
manuscript_15505,,Eton Pote 356,,manuscript,,Eton_356,,,,,,,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the second half alphabetically going to Eton. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",Colonel Antoine-Louis Henri Polier (1741–1795),,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,Edward Ephraim Pote (d.1832),,,fa,1.0,"Līlāvatī (translation from the Sanskrit into Persian); ليلاوتي; Catalogue of the Persian manuscripts in the British Museum (3 vols.); Catalogue of Persian manuscripts in the library of the India Office (2 vols.); Catalogue of the Persian, Turkish, Hindûstânî, and Pushtû Manuscripts in the Bodleian Library, Part III; Mughals in India: a bibliographical survey. Vol. 1. Manuscripts",,,Bhāskarācārya بهاسكراكاريا ; C. Rieu; H. Ethé; A.F.L. Beeston; D.N. Marshall,,,codex,,chart,,,,,,,,,Not foliated or paginated.,,unknown,unknown,,black,,,,,,,,,,,,,26.2,26.2,14.7,14.7,cm,1.0,1.0,,,,,,15.0,15.0,,
manuscript_15491,,Eton Pote 342,,manuscript,,Eton_342,,,,,,,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the second half alphabetically going to Eton. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",Colonel Antoine-Louis Henri Polier (1741–1795),,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,Edward Ephraim Pote (d.1832),,,fa,1.0,"Gulshan-i Rāz; گلشن راز; Catalogue of the Persian manuscripts in the British Museum (3 vols.); Catalogue of Persian manuscripts in the library of the India Office (2 vols.); Catalogue of the Persian, Turkish, Hindûstânî, and Pushtû Manuscripts in the Bodleian Library; Catalogue of the Persian, Turkish, Hindûstânî, and Pushtû Manuscripts in the Bodleian Library, Part III; A catalogue of Persian manuscripts in the library of the University of Cambridge",,,"Shabistarī, Maḥmūd ibn ʿAbd al-Karīm, -approximately 1320 شبستری، محمود بن عبد الكريم ; C. Rieu; H. Ethé; E. Sachau and H. Ethé; A.F.L. Beeston; E. Browne",,,codex,,chart,,,,,,,,,Not foliated or paginated.,,unknown,unknown,,black,,,,,,,,,,,,,25.3,25.3,15.0,15.0,cm,1.0,1.0,,,,,,17.0,17.0,,
manuscript_15583,,Eton Pote 424,,manuscript,,Eton_424,1773 1773,1773 1773,,,,,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the second half alphabetically going to Eton. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",Colonel Antoine-Louis Henri Polier (1741–1795),,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,Edward Ephraim Pote (d.1832),,,fa,1.0,"Rūznāmcha-yi Vaqāyiʿ; Vaqāyiʿ-i Niʿmat Khān; روزنامچه وقايع; وقايع نعمت خان; Catalogue of the Persian, Turkish, Hindûstânî, and Pushtû Manuscripts in the Bodleian Library, Part III; Persian Literature: a bio-bibliographical survey; Mughals in India: a bibliographical survey. Vol. 1. Manuscripts",,,A.F.L. Beeston; C. A. Storey; D.N. Marshall,,,codex,,chart,,,,,,,,,Not foliated or paginated.,,nastaʿlīq,nastaʿlīq,,black,,,,,,,,,,,,,19.0,19.0,11.8,11.8,cm,1.0,1.0,,,,,,13.0,13.0,,
